"","rate","type"
"1",0.05,"TPR"
"2",0.285714285714286,"TPR"
"3",0.352941176470588,"TPR"
"4",0.130434782608696,"TPR"
"5",0.333333333333333,"TPR"
"6",0.0909090909090909,"TPR"
"7",0.19047619047619,"TPR"
"8",0.173913043478261,"TPR"
"9",0.333333333333333,"TPR"
"10",0.0454545454545455,"TPR"
"11",0.222222222222222,"TPR"
"12",0.222222222222222,"TPR"
"13",0.260869565217391,"TPR"
"14",0.217391304347826,"TPR"
"15",0.428571428571429,"TPR"
"16",0.142857142857143,"TPR"
"17",0.166666666666667,"TPR"
"18",0.181818181818182,"TPR"
"19",0.0952380952380952,"TPR"
"20",0.125,"TPR"
"21",0.1,"TPR"
"22",0.173913043478261,"TPR"
"23",0.166666666666667,"TPR"
"24",0.166666666666667,"TPR"
"25",0.235294117647059,"TPR"
"26",0.3125,"TPR"
"27",0.266666666666667,"TPR"
"28",0.2,"TPR"
"29",0.214285714285714,"TPR"
"30",0.277777777777778,"TPR"
"31",0.210526315789474,"TPR"
"32",0,"TPR"
"33",0.1,"TPR"
"34",0.125,"TPR"
"35",0.45,"TPR"
"36",0.157894736842105,"TPR"
"37",0.384615384615385,"TPR"
"38",0.25,"TPR"
"39",0.2,"TPR"
"40",0.125,"TPR"
"41",0.333333333333333,"TPR"
"42",0.19047619047619,"TPR"
"43",0.142857142857143,"TPR"
"44",0.0909090909090909,"TPR"
"45",0.176470588235294,"TPR"
"46",0.15,"TPR"
"47",0.0625,"TPR"
"48",0.037037037037037,"TPR"
"49",0,"TPR"
"50",0.2,"TPR"
"51",0.1,"FPR"
"52",0.102272727272727,"FPR"
"53",0.0578034682080925,"FPR"
"54",0.0898203592814371,"FPR"
"55",0.122093023255814,"FPR"
"56",0.128491620111732,"FPR"
"57",0.124260355029586,"FPR"
"58",0.0718562874251497,"FPR"
"59",0.0581395348837209,"FPR"
"60",0.119047619047619,"FPR"
"61",0.0755813953488372,"FPR"
"62",0.0697674418604651,"FPR"
"63",0.0958083832335329,"FPR"
"64",0.0778443113772455,"FPR"
"65",0.118343195266272,"FPR"
"66",0.0681818181818182,"FPR"
"67",0.156976744186047,"FPR"
"68",0.107142857142857,"FPR"
"69",0.118343195266272,"FPR"
"70",0.0574712643678161,"FPR"
"71",0.117647058823529,"FPR"
"72",0.107784431137725,"FPR"
"73",0.0697674418604651,"FPR"
"74",0.0786516853932584,"FPR"
"75",0.0751445086705202,"FPR"
"76",0.114942528735632,"FPR"
"77",0.0742857142857143,"FPR"
"78",0.135294117647059,"FPR"
"79",0.102272727272727,"FPR"
"80",0.0930232558139535,"FPR"
"81",0.0994152046783626,"FPR"
"82",0.0862068965517241,"FPR"
"83",0.0705882352941176,"FPR"
"84",0.0804597701149425,"FPR"
"85",0.1,"FPR"
"86",0.0760233918128655,"FPR"
"87",0.096045197740113,"FPR"
"88",0.0747126436781609,"FPR"
"89",0.0882352941176471,"FPR"
"90",0.109195402298851,"FPR"
"91",0.11046511627907,"FPR"
"92",0.0946745562130177,"FPR"
"93",0.0965909090909091,"FPR"
"94",0.0833333333333333,"FPR"
"95",0.0809248554913295,"FPR"
"96",0.105882352941176,"FPR"
"97",0.109195402298851,"FPR"
"98",0.0858895705521472,"FPR"
"99",0.063953488372093,"FPR"
"100",0.0787878787878788,"FPR"
"101",0.189473684210526,"MCE"
"102",0.147368421052632,"MCE"
"103",0.110526315789474,"MCE"
"104",0.184210526315789,"MCE"
"105",0.173684210526316,"MCE"
"106",0.173684210526316,"MCE"
"107",0.2,"MCE"
"108",0.163157894736842,"MCE"
"109",0.115789473684211,"MCE"
"110",0.215789473684211,"MCE"
"111",0.142105263157895,"MCE"
"112",0.136842105263158,"MCE"
"113",0.173684210526316,"MCE"
"114",0.163157894736842,"MCE"
"115",0.168421052631579,"MCE"
"116",0.126315789473684,"MCE"
"117",0.221052631578947,"MCE"
"118",0.189473684210526,"MCE"
"119",0.205263157894737,"MCE"
"120",0.126315789473684,"MCE"
"121",0.2,"MCE"
"122",0.194736842105263,"MCE"
"123",0.142105263157895,"MCE"
"124",0.126315789473684,"MCE"
"125",0.136842105263158,"MCE"
"126",0.163157894736842,"MCE"
"127",0.126315789473684,"MCE"
"128",0.205263157894737,"MCE"
"129",0.152631578947368,"MCE"
"130",0.152631578947368,"MCE"
"131",0.168421052631579,"MCE"
"132",0.163157894736842,"MCE"
"133",0.157894736842105,"MCE"
"134",0.147368421052632,"MCE"
"135",0.147368421052632,"MCE"
"136",0.152631578947368,"MCE"
"137",0.131578947368421,"MCE"
"138",0.131578947368421,"MCE"
"139",0.163157894736842,"MCE"
"140",0.173684210526316,"MCE"
"141",0.163157894736842,"MCE"
"142",0.173684210526316,"MCE"
"143",0.152631578947368,"MCE"
"144",0.178947368421053,"MCE"
"145",0.147368421052632,"MCE"
"146",0.184210526315789,"MCE"
"147",0.178947368421053,"MCE"
"148",0.210526315789474,"MCE"
"149",0.152631578947368,"MCE"
"150",0.173684210526316,"MCE"
